"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"F9PZ5626","journalArticle","2023","Ji, Xiongfa; Bei, Ho-Pan; Zhong, Guoqing; Shao, Hongwei; He, Xuecheng; Qian, Xin; Zhang, Yu; Zhao, Xin","Premetastatic Niche Mimicking Bone-On-A-Chip: A Microfluidic Platform to Study Bone Metastasis in Cancer Patients","Small","","","","","","2023","2023-09-19 01:43:09","2023-09-19 01:43:09","","2207606","","","","","","Premetastatic Niche Mimicking Bone-On-A-Chip","","","","","","","","","","","","Google Scholar","","Publisher: Wiley Online Library","","C:\Users\spak01\Zotero\storage\29NEGMKM\smll.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RGSII5UH","journalArticle","2022","Matsuo, Mioko; Yasumatsu, Ryuji; Masuda, Muneyuki; Toh, Satoshi; Wakasaki, Takahiro; Hashimoto, Kazuki; Jiromaru, Rina; Manako, Tomomi; Nakagawa, Takashi","Inflammation-based prognostic score as a prognostic biomarker in patients with recurrent and/or metastatic head and neck squamous cell carcinoma treated with nivolumab therapy","in vivo","","","","","","2022","2023-09-19 01:43:09","2023-09-19 01:43:09","","907–917","","2","36","","","","","","","","","","","","","","","Google Scholar","","Publisher: International Institute of Anticancer Research","","C:\Users\spak01\Zotero\storage\NIMWAKYL\Matsuo et al. - 2022 - Inflammation-based prognostic score as a prognosti.pdf; C:\Users\spak01\Zotero\storage\3ZWGCGBW\907.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TNTNAWXK","journalArticle","2022","Li, Yingying; Wang, Shiyuan; Lin, Mengmeng; Hou, Chunying; Li, Chunyu; Li, Guohui","Analysis of interactions of immune checkpoint inhibitors with antibiotics in cancer therapy","Frontiers of Medicine","","","","","","2022","2023-09-19 01:43:09","2023-09-19 01:43:09","","307–321","","3","16","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\spak01\Zotero\storage\7Q9HCVK5\s11684-022-0927-0.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FME9B9W3","journalArticle","2021","Yao, Jingwei; Wen, Meiling; Deng, Kun; Xiong, Qiangqiang; Zeng, Ruimin; Pan, Meihong; Liu, Shanyan; Zuo, Jianhong","The role of neutrophil-lymphocyte ratio (NLR) in predicting tumor prognosis and enlightenment for future treatment of tumor","Int J Clin Exp Med","","","","","","2021","2023-09-19 01:44:07","2023-09-19 01:44:07","","1666–80","","4","14","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\6AMJMEVC\Yao et al. - 2021 - The role of neutrophil-lymphocyte ratio (NLR) in p.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X8E53ALR","journalArticle","2020","Mager, Lukas F.; Burkhard, Regula; Pett, Nicola; Cooke, Noah CA; Brown, Kirsty; Ramay, Hena; Paik, Seungil; Stagg, John; Groves, Ryan A.; Gallo, Marco","Microbiome-derived inosine modulates response to checkpoint inhibitor immunotherapy","Science","","","","","","2020","2023-09-19 01:44:07","2023-09-19 01:44:07","","1481–1489","","6510","369","","","","","","","","","","","","","","","Google Scholar","","Publisher: American Association for the Advancement of Science","","C:\Users\spak01\Zotero\storage\GNDFJBZR\science.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IJWQBHGH","journalArticle","2018","Naya, Daniel E.; Naya, Hugo; White, Craig R.","On the interplay among ambient temperature, basal metabolic rate, and body mass","The American Naturalist","","","","","","2018","2023-09-19 01:44:07","2023-09-19 01:44:07","","518–524","","4","192","","","","","","","","","","","","","","","Google Scholar","","Publisher: University of Chicago Press Chicago, IL","","C:\Users\spak01\Zotero\storage\8FQ55NV4\698372.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77PDB2SE","journalArticle","2023","Rogers, James A.; Maas, Hugo; Pitarch, Alejandro Pérez","An introduction to causal inference for pharmacometricians","CPT: Pharmacometrics & Systems Pharmacology","","","","","","2023","2023-09-19 01:44:07","2023-09-19 01:44:07","","27–40","","1","12","","","","","","","","","","","","","","","Google Scholar","","Publisher: Wiley Online Library","","C:\Users\spak01\Zotero\storage\6EIDV4RD\psp4.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AA3DH4UC","journalArticle","2022","Navas Thorakkattle, Muhammed; Farhin, Shazia; Khan, Athar Ali","Forecasting the trends of covid-19 and causal impact of vaccines using bayesian structural time series and arima","Annals of Data Science","","","","","","2022","2023-09-19 01:44:07","2023-09-19 01:44:07","","1025–1047","","5","9","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\spak01\Zotero\storage\VXXPEZ3H\s40745-022-00418-4.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HJQF9Q7","journalArticle","2022","Zhu, Zeen; Li, Wei; Gong, Mengyuan; Wang, Lin; Yue, Yangyang; Qian, Weikun; Zhou, Cancan; Duan, Wanxing; Han, Liang; Li, Li","Piezo1 act as a potential oncogene in pancreatic cancer progression","Life Sciences","","","","","","2022","2023-09-19 01:44:07","2023-09-19 01:44:07","","121035","","","310","","","","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\spak01\Zotero\storage\8R6VB3U7\S0024320522007354.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MXIV9QF4","thesis","2022","Rong, Yiran","Immune-Related Adverse Events of Immune Checkpoint Inhibitors: Incidence, Risk Factors, Clinical Outcomes, and Economic Burden in Older Adults with Non-small Cell Lung Cancer","","","","","","","2022","2023-09-19 01:44:07","2023-09-19 01:44:07","","","","","","","","Immune-Related Adverse Events of Immune Checkpoint Inhibitors","","","","","The University of Mississippi","","","","PhD Thesis","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\9A4JXHQL\2774564678.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VW3DYJV6","journalArticle","2022","Behera, M.; Joseph, G.; Rupji, M.; Huang, Z.; Bunn, B.; Wynes, M.; Switchenko, J.; Scagliotti, G.; Higgins, K.; Tsao, M.","EP08. 01-060 Long term Survival Outcomes in NSCLC Patients with Targeted Therapy and Immunotherapy: An IASLC Analysis of ASCO CancerLinQ Discovery Data","Journal of Thoracic Oncology","","","","","","2022","2023-09-19 01:44:07","2023-09-19 01:44:07","","S368–S369","","9","17","","","EP08. 01-060 Long term Survival Outcomes in NSCLC Patients with Targeted Therapy and Immunotherapy","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\spak01\Zotero\storage\TT75VX6I\Behera et al. - 2022 - EP08. 01-060 Long term Survival Outcomes in NSCLC .pdf; C:\Users\spak01\Zotero\storage\8XINDQT8\fulltext.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPS9TH6A","journalArticle","2020","Wang, Yuqiu; Zhou, Yanting; Xiao, Xiao; Zheng, Jing; Zhou, Hu","Metaproteomics: a strategy to study the taxonomy and functionality of the gut microbiota","Journal of proteomics","","","","","","2020","2023-09-19 01:44:07","2023-09-19 01:44:07","","103737","","","219","","","Metaproteomics","","","","","","","","","","","","Google Scholar","","Publisher: Elsevier","","C:\Users\spak01\Zotero\storage\DYR4MGXL\S1874391920301056.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IVVGWXVM","journalArticle","2021","Zhang, Xinxin; Yu, Jia; Hu, Juan; Tan, Fang; Zhou, Juan; Yang, Xiaoyan; Xie, Zhizhong; Tang, Huifang; Dong, Sen; Lei, Xiaoyong","13-lncRNAs signature to improve diagnostic and prognostic prediction of hepatocellular carcinoma","Combinatorial Chemistry & High Throughput Screening","","","","","","2021","2023-09-19 01:44:07","2023-09-19 01:44:07","","656–667","","5","24","","","","","","","","","","","","","","","Google Scholar","","Publisher: Bentham Science Publishers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HMANBM3S","journalArticle","2020","Samec, Marek; Liskova, Alena; Koklesova, Lenka; Samuel, Samson Mathews; Murin, Radovan; Zubor, Pavol; Bujnak, Jan; Kwon, Taeg Kyu; Büsselberg, Dietrich; Prosecky, Robert","The role of plant-derived natural substances as immunomodulatory agents in carcinogenesis","Journal of Cancer Research and Clinical Oncology","","","","","","2020","2023-09-19 01:44:31","2023-09-19 01:44:31","","3137–3154","","","146","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\spak01\Zotero\storage\BHWWFCMY\s00432-020-03424-2.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E4W2H66G","journalArticle","","Bennati, Chiara; D’Arcangelo, Manolo; Gili, Alessio; Gazzaneo, Federica; Pini, Sara; Menghi, Antonello; Montanari, Marco; Papiani, Giorgio; Mazza, Valentina; Scodes, Simona","Prognostic and Predictive Role of Neutrophil to lymphocyte Ratio in Second Line Immunotherapy of Non-small Cell Lung Cancer","","","","","","","","2023-09-19 01:44:31","2023-09-19 01:44:31","","","","","","","","","","","","","","","","","","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\7HQG6XYW\Bennati et al. - Prognostic and Predictive Role of Neutrophil to ly.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEILV76N","journalArticle","2023","Kaya, Yasin; Topuz, Elif Kevser","Human activity recognition from multiple sensors data using deep CNNs","Multimedia Tools and Applications","","","","","","2023","2023-09-19 01:44:31","2023-09-19 01:44:31","","1–24","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","C:\Users\spak01\Zotero\storage\SCD5IQCI\s11042-023-15830-y.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E69DCEW4","journalArticle","2022","南島拓矢; 肥田裕丈; 宮崎雅之; 今俊介; 千﨑康司; 永井拓; 山田清文","免疫チェックポイント阻害薬の有効性および安全性に対する抗菌薬使用の影響","医療薬学","","","","","","2022","2023-09-19 01:44:31","2023-09-19 01:44:31","","173–193","","5","48","","","","","","","","","","","","","","","Google Scholar","","Publisher: 一般社団法人日本医療薬学会","","C:\Users\spak01\Zotero\storage\A98YUKU7\南島拓矢 et al. - 2022 - 免疫チェックポイント阻害薬の有効性および安全性に対する抗菌薬使用の影響.pdf; C:\Users\spak01\Zotero\storage\8JAPMBB4\ja.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CEKIV57P","thesis","2020","Farrell, Rowan Micah","Exploring the Bacterial Diversity of the Male Urethra During Idiopathic Urethritis","","","","","","","2020","2023-09-19 01:44:31","2023-09-19 01:44:31","","","","","","","","","","","","","","","","","PhD Thesis","","","Google Scholar","","","","C:\Users\spak01\Zotero\storage\AR38LQAA\Farrell - 2020 - Exploring the Bacterial Diversity of the Male Uret.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBNFKZ5A","journalArticle","2020","Aron, David C.; Aron, David C.","Precision Medicine and Complexity","Complex Systems in Medicine: A Hedgehog’s Tale of Complexity in Clinical Practice, Research, Education, and Management","","","","","","2020","2023-09-19 01:44:31","2023-09-19 01:44:31","","149–173","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Springer","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PPJLFHJS","journalArticle","2022","Spagnolo, Calogera Claudia; Giuffrida, Giuseppe; Cannavò, Salvatore; Franchina, Tindara; Silvestris, Nicola; Ruggeri, Rosaria Maddalena; Santarpia, Mariacarmela","Management of endocrine and metabolic toxicities of immune-checkpoint inhibitors: from clinical studies to a real-life scenario","Cancers","","","","","","2022","2023-09-19 01:44:31","2023-09-19 01:44:31","","246","","1","15","","","Management of endocrine and metabolic toxicities of immune-checkpoint inhibitors","","","","","","","","","","","","Google Scholar","","Publisher: MDPI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FKC5ESKR","journalArticle","2021","Vacková, Julie","Checkpoint blockade in cancer immunotherapy","","","","","","","2021","2023-09-19 01:44:31","2023-09-19 01:44:31","","","","","","","","","","","","","","","","","","","","Google Scholar","","Publisher: Univerzita Karlova, Přírodovědecká fakulta","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
